title,summary,platform,metascore,userscore
King Arthur: The Role-Playing Wargame,"Welcome to the lost age of chivalry, where magic and myth is alive, and you are destined to be one of the living legends: Arthur, the son of Uther Pendragon, the Once and Future King of the prophecies. Fulfill your destiny and claim your rightful place on the throne of Britannia. Recruit fabled knights to your Round Table: send them to adventures or battles, let them gather knowledge and artifacts, see how they become the most powerful heroes of the realm. Build the majestic Camelot, but beware: there will be enemies, both mortal and otherworldly that will try to destroy you. Send your heroes and their followers to battle with legendary warriors and monsters and see how the folk of the faeries and the saints set against wizards and evil knights. [Neocore]",PC,79,8.7
Toki Tori,"[WiiWare]   Toki Tori is his name, and collecting eggs is his game. In this puzzle/platform game, players use a variety of items such as the Telewarp, InstantRock and Slug Sucker. Clever use and combination of these items are needed to solve all the game's levels, of which there are more than 70. Levels range from easy to brain-teasingly hard, resulting in dozens of hours of puzzle play time. Toki Tori makes the most of what Wii has to offer. It uses the Wii Remote for a unique control scheme, which offers players a new and more relaxing play style. A second player can help you out by drawing hints while you are playing. The game even uses the Wii Message Board in a unique way. [Nintendo]",Wii,79,8.6
Rock of Ages 2: Bigger & Boulder,"The rock-racing, tower defense, art history game is back. Like the title says, Bigger and Boulder cranks up the surrealism and gameplay with chaotic two-on-two multiplayer, new time periods, and improved graphics, physics, and destructibility.",PlayStation 4,79,7.8
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,"Experience over 20 years of Yu-Gi-Oh! history with Yu-Gi-Oh! Legacy of the Duelist: Link Evolution on Nintendo Switch. Build your Deck from over 9,000 cards and take on the most iconic Duelists from the Yu-Gi-Oh! universe. Relive the stories from the original animated Yu-Gi-Oh! series through Yu-Gi-Oh! ARC-V, and challenge the newest generation of Duelists from the virtual world of Yu-Gi-Oh! VRAINS!",Switch,79,8.5
Kelvin and the Infamous Machine,Kelvin and the Infamous Machine is a point-and-click adventure in which you stumble irresponsibly through history to help legendary geniuses complete their masterworks.,PC,79,8.1
Mad Rat Dead,"Funky tunes: advance by matching your inputs to the rhythm of addictive music tracks. Or Practice your inputs as you get acquainted with stages in the sound test.
Mastering the music: unlock music to Mix and match with Replay able stages for different difficulties. Hit the rewind button for Infinite attempts and jump, Dash, and smash your way to the highest score. Audiovisual art: Cartoon visuals Mix with a Punk Aesthetic for a unique art style that changes depending on the number of combos performed.",Switch,79,8.5
Bleed 2,"Bleed 2 is a relentless arcade action game featuring air-dodging, bullet-reflecting, and tons of bosses.",Switch,79,8.1
ECHO,"After a century in stasis the girl En arrives at her destination: a palace out of legend, a marvel of the old civilization eons gone, still awaiting its first human occupants. Out here, using forgotten technologies, she hopes to bring back a life that shouldn’t have been lost.",PlayStation 4,79,7.8
Hitman - Episode 2: Sapienza,"The 2nd installment of HITMAN finds Agent 47 traveling to the beautiful, sun-drenched coastal town of Sapienza, Italy. This episode adds a new story mission, new challenges, new weapons and gear, the Italian suit and of course new targets, opportunities and disguises.",Xbox One,79,7.8
SMITE,"Players choose from a selection of mythical gods, join session-based arena combat, and use custom powers and team tactics against other player-controlled gods and non-player controlled minions.",PlayStation 4,79,8.1
Wolfenstein: The New Order,"1946: Europe. World War II rages on across Europe. Where the Allies once pressed advantage, the Nazi forces have turned the tide in dramatic fashion behind the technologically advanced war machine of General Wilhelm Strasse, aka Deathshead. When a final Allied assault on Deathshead's compound fails, the Allies’ greatest hope falls with it. 1960: Europe. The war is over. And the Nazis are triumphant victors. Using unrelenting force and brutal intimidation, the Nazis have brought even the most powerful nations to their knees. The Nazi regime now rules the globe with an iron fist. You are Captain B.J. Blazkowicz, the American War Hero. After delving into this world of darkness, you must launch an impossible counter-offensive against the monstrous Nazi regime. Only you dare stand up against an unstoppable army of Nazi robots and hulking Super Soldiers. Only you can stop Deathshead. Only you can rewrite history.",Xbox One,79,8.0
RAGE,"An action game set in a post-apocalyptic landscape jam-packed with driving and shooting, created by John Carmack and the rest of the Doom crew.",PC,79,8.8
Call of Duty: Black Ops - Escalation,"5 all-new maps; featuring 4 Multiplayer maps and an epic Zombies experience with all-new playable characters. In Multiplayer, battle it out in Hotel, on the roof of a Cuban luxury hotel and casino against the vivid backdrop of old Havana;",Xbox 360,79,8.3
The Misadventures of P.B. Winterbottom,"(Downloadable Game)  Create your own paradox... for the love of pie. Enter a macabre and comical silent world filled with mischief, time travel and delicious pie in The Misadventures of P. B. Winterbottom. Record yourself and harness your time-bending abilities to cooperate, compete against, and disrupt your past, present, and future selves. Winterbottom's debut misadventures present a whimsical spin on the notions of time, space, and play. Join Winterbottom as he travels through over 75 ""movie"" levels, causing mischief and mayhem in pursuit of the mysterious and elusive Chronoberry Pie on his spectacular journey through space-time. [2K Play]",PC,79,7.5
UEFA EURO 2008,"UEFA EURO 2008 captures the look and feel of the journey from qualification to the finals with rain and mud dynamics that impact playing conditions, real-time player ratings that change based on player performance, and a penalty kick mode that re-creates the elation and agony of a penalty shoot-out as if you were on the pitch. Experience the thrill of scoring the goal that sends your country through to the next round and then choose how to celebrate it with all-new interactive user-controlled celebrations. Captain your country, play alongside your heroes, and inspire them to championship glory in the official videogame of UEFA EURO 2008. A new game mode called Captain Your Country enables gamers to customize them on the pitch and wear the shirt of their national team. Work through eight status levels to earn the captaincy of your team and then lead your country into battle for championship glory against your rivals. Go online in Battle of the Nations to earn status points for yourself and your country in a competition for global supremacy. Go for the biggest upsets to earn the most points and then watch you and your country move up the leader boards. Face the challenge and pressure of competing in the championship rounds in the EURO Online Knockout Draw to test your skills against the world's best. [Electronic Arts]",PlayStation 3,79,8.4
